code,food,Chakula,TRP,THR,ILE,LEU,LYS,MET,CYS,PHE,TYR,VAL,ARG,HIS,ENERGY_KC ,PROCNT,A_PROTEI ,MFP_PROT,FAT,CHOCDF,FASAT,FAMS,FAPU,CHOLE,FIB,SUCS,PHYTAC,CA,P,MG,K,NA,FE,MFP_FE,ZN,CU,MN,VITA,A_VITA,VITD,VITE,VITC,THIA,RIBF,NIA,VIT B6,FOL,VIT B12,PANT
780,Sweet potato leaf relish with coconut milk, Mchuzi wa matembele na tui la nazi,43.6,136.6,135,245.8,162.4,61.2,44.6,165.6,102.8,190,319.2,70,166.1,3.7,0,0,13.7,10.6,11.9,0.6,0.2,0,7.1,0,188.4,109.7,102.6,33.8,425.3,417.6,2.5,0,0.7,0.3,1,770,0,0,3.2,39,0.1,0.1,0.8,0.3,175.6,0,0.5
781,"Okra, fried",Bamia iliyokaangwa,10.8,38.8,34.9,54.9,45.9,11.3,10.3,33.5,22.4,43,53.1,17.5,106.2,1,0,0,10.2,4.5,8.7,0.6,0.2,0,1.5,0.1,38.5,22.3,20.5,11.8,145.7,292.3,0.6,0,0.2,0.1,0.1,28.5,0,0,0.1,5.1,0,0,0.3,0,15.8,0,0
783,Okra relish without oil,Mchuzi wa bamia bila mafutal,12.3,44.3,39.3,68,50.3,15.3,9.3,43,27,52.3,45.7,19.3,16.7,0.9,0,0,0.2,3.7,0.1,0,0.1,0.1,1.9,0.1,39.7,59.4,20.7,14.4,152.5,656.1,0.6,0,0.1,0.1,0.2,202.3,0,0,0.7,12,0,0.1,1.2,0.1,38.6,0,0.2
784,Egg plant relish ,Mchuzi wa mboga ya biringanya,20.4,54.6,68.8,109,74.7,21.4,14.3,64.2,41.2,73.3,85.9,34.1,77.3,1.2,0,0,4.7,7.9,2,0.6,1.7,0,2.2,1.7,16.5,9.4,28.8,13.7,247.2,28.2,0.4,0,0.2,0.1,0.2,44.2,0,0,1.1,168.9,0.06,0.03,0.6,0.1,16.8,0,0.3
785,Tomato relish,Mchuzi wa mboga ya nyanya,11,28,31,40,45,9,6.6,29,14.6,27,65,17,34,1.1,0,0,0.3,5.2,0.05,0.05,0.14,0,1.7,0.04,20.9,10,32,13,250,9,0.5,0,0.13,0.08,0.3,56,0,0,0,18,0.06,0.05,0.6,0.1,13,0,0.25
851,Spinach broth without oil,Supu ya spinachi bila mafuta,5,16,19,28,24,7,6,17,14,20,28,9,6,0.4,0,0,0.1,1.3,0,0,0,0,0.4,0.1,0,15,9,10,73,8,0.4,0,0.1,0.03,0.11,89,0,0,0,3,0.02,0.03,0.1,0.04,17,0,0.04
852,Spinach broth with oil,Supu ya spinachi yenye mafuta,5,16,172,300,316,97,44,149,128,185,247,130,25,0.4,0,0,5.1,1.3,1.3,2.2,1.3,0,0.4,0.1,0,15,9,10,73,8,0.4,0,0.1,0.03,0.11,89,0,0,1,3,0.02,0.03,0.1,0.04,17,0,0.04
853,Beef broth without oil,Supu ya nyama bila mafuta,43,166,172,300,316,97,44,149,128,185,247,130,44,3.9,3.7,3.7,2.7,0.8,1.3,1.1,0.1,11,0.1,0.1,0,2,32,5,74,9,0.3,0.3,0.6,0.02,0.02,6,0,0,0,2,0.02,0.03,0.5,0.06,3,0.28,0.08
854,Beef broth with oil,Supu ya nyama yenye mafuta,43,166,9,10,10,2,3,7,5,8,17,4,88,3.9,3.7,3.7,7.7,0.8,2.5,3.4,1.4,11,0.1,0.1,0,2,32,5,74,9,0.3,0.3,0.6,0.02,0.02,6,0,0,0,2,0.02,0.03,0.5,0.06,3,0.28,0.08
855,Cabbage broth without oil,Supu ya kabichi bila mafuta,2,7,9,10,10,2,3,7,5,8,17,4,29,1.5,0,0,0.3,6.3,0,0,0.1,0,2.5,0.6,0,5,5,2,36,2,0.1,0,0,0.01,0.03,20,0,0,0,34,0.06,0.05,0.4,0.11,45,0,0.17
856,Cabbage broth with oil,Supu ya kabichi yenye mafuta,2,7,24,39,24,8,7,23,16,27,50,11,50,0.2,0,0,5.1,1.3,1.3,2.2,1.3,0,0.4,0.1,0,5,5,2,36,2,0.1,0,0,0.01,0.03,20,0,0,0,34,0.06,0.05,0.4,0.11,45,0,0.17
859,Cassava leaf broth without oil,Supu ya kisamvu bila mafuta,3,16,19,33,19,5,4,19,13,22,21,10,8,0.6,0,0,0,1.6,0,0,0,0,0.3,0.1,4,22,11,8,81,2,0.4,0,0.1,0.02,0.03,58,0,0,0,4,0.01,0.02,0.1,0.07,12,0,0.06
860,Cassava leaf broth with oil,Kisamvu yenye mafuta,2,14,206,299,335,109,55,160,133,199,263,121,48,0.5,0,0,5,1,4.3,0.3,0.1,0,0.2,0,4,21,9,7,71,2,0.4,0,0.1,0.02,0.02,58,0,0,0,4,0.01,0.02,0.1,0.06,11,0,0.05
864,Cow pea broth with oil,Supu ya kunde yenye mafuta,0,80,94,160,144,31,27,109,61,105,163,57,87,2,0,0,6.4,5.8,0.9,1.5,3.7,0,1.5,0.3,129,8,34,11,113,1,0.7,0,0.2,0.06,0.12,7,0,0,0,2,0.04,0.02,0.2,0.04,29,0,0.07
865,Cow pea broth without oil,Supu ya kunde bila mafuta,27,87,25,41,27,8,6,23,18,27,38,12,40,2.3,0,0,0.2,7.9,0,0,0.1,0,1.8,0.6,129,12,41,13,147,2,0.7,0,0.3,0.07,0.15,7,0,0,0,3,0.05,0.02,0.2,0.07,32,0,0.1
867,Cow pea leaf broth with oil,Supu ya majani ya kunde yenye mafuta,3,14,22,36,23,6,6,21,15,24,33,11,42,0.5,0,0,4.1,1.5,3.5,0.2,0.1,0,0.2,0.1,3,19,10,7,70,2,0.3,0,0.1,0.02,0.03,49,0,0,0,4,0.01,0.02,0.1,0.06,11,0,0.05
868,Fish broth with oil,Supu ya samaki yenye mafuta,18,68,72,125,142,45,19,62,53,80,102,46,55,1.7,1.5,1.5,5.2,0.9,4.4,0.4,0.2,6,0.2,0.1,0,2,28,4,60,5,0.1,0,0.1,0,0.02,7,1,1,0,1,0.02,0.01,0.2,0.03,3,0.23,0.1
869,Fish broth without oil,Supu ya samaki bila mafuta,18,68,39,64,63,16,6,40,22,46,85,21,12,1.7,1.5,1.5,0.2,0.9,0.1,0.1,0.1,6,0.2,0.1,0,2,28,4,60,5,0.1,0,0.1,0,0.02,7,1,1,0,1,0.02,0.01,0.2,0.03,3,0.23,0.1
870,Green pea broth without oil,Supu ya njegere bila mafuta,7,40,39,64,63,16,6,40,22,46,85,21,17,1.1,0,0,0,3.1,0,0,0,0,1.1,1,6,5,23,8,54,1,0.3,0,0.2,0.03,0.11,12,0,0,0,3,0.05,0.03,0.4,0.04,13,0,0.03
871,Green pea broth with oil,Supu ya njegere yenye mafuta,7,40,108,194,155,40,35,132,73,135,231,66,61,1.1,0,0,5,3.1,1.3,2.2,1.3,0,1.1,1,6,5,23,8,54,1,0.3,0,0.2,0.03,0.11,12,0,0,0,3,0.05,0.03,0.4,0.04,13,0,0.03
873,Kidney bean broth without oil,Supu ya maharage bila mafuta,30,101,84,150,130,28,22,102,54,98,125,53,31,2,0,0,0.1,0,0,0,0.1,0,1.5,0.3,129,8,34,11,113,1,0.7,0,0.2,0.06,0.12,7,0,0,0,2,0.04,0.02,0.2,0.04,29,0,0.07
874,Kidney bean broth with oil,Supu ya maharage yenye mafuta,20.4,79,81.3,142.5,150,46,20.7,70.8,60.8,87.9,114.5,61.7,48,2,0,0,2.1,5.9,0,0,0.1,0,1.5,0.3,0.27,8,34,11,113,1,0.7,0,0.2,0.06,0.12,7,0,0,0,2,0.04,0.02,0.2,0.04,29,0,0.07
877,Pumpkin leaf broth with oil,Supu ya majani ya maboga yenye mafuta,2,7,7,13,9,3,2,9,5,10,8,4,46,0.2,0,0,5,0.7,4.3,0.3,0.1,0,0.4,0,35,14,5,3,36,4,0.1,0,0,0.03,0.04,61,0,0,2,4,0.1,0.1,0.4,0.2,13,0,0.3
878,Pumpkin leaf broth without oil,Supu ya majani ya maboga bila mafuta,2,7,272,480,542,175,63,231,199,304,354,174,3,0.2,0,0,0,0.7,0,0,0,0,0.4,0,4,14,5,3,36,4,0.1,0,0,0.03,0.04,61,0,0,0,4,0.1,0.1,0.4,0.2,13,0,0.3
879,Small dried fish broth with oil,Supu ya dagaay yenye mafuta,66,259,479,875,713,264,172,500,376,530,640,348,78,5.9,5.9,5.9,5.9,0,1.5,2.6,1.5,6,0,0,0,170,130,14,95,31,0.3,0.3,0.5,0.05,0.21,0,0,0,0,0,0.01,0.03,0.8,0.04,3,1.2,0.15
881,Cow pea leaf broth without oil,Supu ya majani ya kunde bila mafuta,3,16,72,125,142,45,19,62,53,80,102,46,8,0.6,0,0,0,1.6,0,0,0,0,0.3,0.1,4,22,11,8,81,2,0.4,0,0.1,0.02,0.03,58,0,0,0,4,0.01,0.02,0.1,0.07,12,0,0.06
882,Ground beef relish broth,Supu ya nyama ya kusaga,23,80,7,13,9,3,2,9,5,10,8,4,35.4,1.8,1.8,1.8,3,0.3,1.9,0.8,0.1,5.9,0.1,0,0.3,0.7,15.2,2.2,35.9,15.3,0.1,0.1,0.3,0,0,4.2,0,0,0,1,0,0,0.3,0,1.2,0.1,0
883,Liver relish broth,Supu ya maini,25,100,112.5,225,187.5,62.5,37.5,125,87.5,137.5,137.5,62.5,12.9,1.7,1.7,1.7,8.6,0.35,0.26,0.06,0.07,27,0.02,0.37,129,0.8,28.5,1.6,19.6,5.4,0.5,0.5,0.4,0.3,0,0.875,0,0,0,0.25,0.005,0.0025,0.025,0.005,3.6,0,0.00875
952,Banana with meat and coconut milk,Ndizi za kupika zenye nyama na tui la nazi,17.1,51.7,54,92.5,91.7,27.5,21.2,56.5,43.7,64.5,125,59.6,130.3,1.5,0.6,0.6,2.4,2.9,1.8,0.39,0.14,2.17,2.5,2.9,0,3,36.1,31,449.8,7,0.7,0.03,0.2,0.08,0.2,91,0,0,0.1,11,0.1,0.1,0.8,0.2,26,0,0.2
953,Banana with meat,Ndizi za kupika zenye nyama,30.9,115,118.3,206.5,216.7,66,32.3,105.3,89.3,129.4,177.8,96.3,77.4,2.7,2.5,2.4,3.6,9.4,2.3,1.1,0.1,8,0.7,1,0,1.6,226,11.4,168.9,118.8,0.3,0.1,0.3,0.03,0.05,86,0,0,0,10.4,0.05,0.05,0.8,0.22,24.7,0,0.22
955,Banana with coconut milk,Ndizi za kupika zenye tui la nazi,21.2,60.9,35.5,110.8,115.6,32.9,36.7,90.2,57.2,105.6,295.6,46.9,191.2,1.5,0,0,10.7,26.1,9.4,0.45,0.2,0,4.4,2.1,14.6,6.7,62.7,34.3,149.9,2.3,0.2,0,0.07,0.02,0.07,84.3,0,0,0.04,10.7,0.05,0.05,0.8,0.2,25.3,0.04,0.2
956,Cassava with coconut milk,Mihogo yenye tui la nazi,24.7,58.2,60.9,108.7,76.7,28.5,16.4,15,10,19.9,79,11.4,216.3,1.9,0,0,11.9,12.9,10.3,0.5,0.2,0,5.5,2.6,151.1,18.2,89.3,18.8,297.2,8.4,1.4,0,0.6,0.2,0.6,4.3,0,0,0,22.6,0.1,0,0.7,0.2,20,0,0.3
957,"Cassava, fried",Mihogo ya kukaanga,15,23,22,32,36,9,23,21,14,28,111,16,346.5,1.1,0,0,25.2,10.5,21.6,1.5,0.6,0,3.3,3.6,54,19,70,10,243,2,0.8,0,0.3,0.1,0.1,6,0,0,0.3,30,0.1,0,0.6,0.3,15,0,0.3
958,Potato relish with oil,Mchuzi wa viazi vyenye mafuta,19.7,47.2,131.3,229.5,129.8,38.3,24,126,87,147,147,65.3,75,1.3,0,0,1.7,14.2,0,0.1,0.03,0,1,0.12,391.5,3.5,3.4,16.8,266.5,3.8,0.2,0,0.2,0.14,0.1,0,0,0,1,13.8,0.17,0.03,1.7,0.1,33.5,0,0.77
959,Potato relish with beef,Mchuzi wa viazi vyenye nyama,37.1,107.6,116.8,190.2,183.6,54.2,37.1,120.1,96.6,149.5,194.3,73.2,128.8,2.8,1,1,5.8,17.1,4.9,0.6,0.1,3.2,2.1,0.2,17.5,15,75,35,574,11,0.8,0,0.4,0.28,0.27,50.4,0,0,0.3,28.2,0.05,0,0.35,0.15,19,0,0.15
960,"Potato chips, fried", Chipsi,25,59.2,411.6,645,542.4,235.2,175.2,400.8,307.8,460.2,453,178.8,249,1.7,0,0,20.1,18,17.3,1.2,0.36,0,1.2,0.16,67.5,4.2,41.7,20.8,325.8,4.2,0.3,0,0.2,0.18,0.17,0,0,0,0.2,10.8,0.09,0.016,1.2,0.2,7.5,0,0.46
961,"Potato, boiled",Viazi vya kuchemsha,30,71,80,118,119,31,25,87,73,110,90,43,93,2,0,0,0.1,21.6,0,0,0,0,1.5,0.2,52.6,5,50,25,391,5,0.4,0,0.3,0.22,0.16,5.6,0,0,0.01,9.6,0.17,0.016,0.9,0.2,6.7,0,0.37
963,Roots and tubers mixed ,(futari) Futari,8.2,13.1,12.1,19.3,23.2,4.7,10.4,12.7,8.4,15.3,47.1,11.4,93.5,0.8,0,0,0.2,23.2,0.05,0,0,0,1.7,1.5,93.8,13.1,27.6,10,202.8,4,0.4,0,0.15,0,0.05,4.5,0,0,0.1,10.5,0.1,0,1.2,0.2,10.8,0.1,0.5
964,"Banana, fried",Ndizi ya kukaanga,9,21,22,36,37,10,12,27,20,28,66,39,159.1,0.8,0,0,5.2,31.2,4.4,0.3,0.2,0,2.3,3.3,0,2,28,32,465,5,0.6,0,0.1,0.1,0.2,91,0,0,0.1,11,0.1,0.1,0.8,0.2,26,0,0.2
965,"Cassava, boiled",Mihogo ya kuchemsha,15,23,22,32,36,9,23,21,14,28,111,16,131,1.1,0,0,0.3,31.9,0.1,0.1,0.1,0,1.5,0.9,54,19,70,10,243,2,0.8,0,0.3,0.05,0.11,6,0,0,0,30,0.13,0.02,0.6,0.29,15,0,0.29
966,"Sweet potato, fried",Viazi vitamu vya kukaanga,21,86,86,126,85,42,14,103,71,112,80,32,146.1,1.7,0,0,5.1,24.3,4.3,0.3,0.1,0,3,2.8,10,28,55,20,348,10,0.5,0,0.3,0.2,0.6,1467,0,0,5.1,25,0.1,0.1,0.6,0.2,23,0,0.2
967,"Sweet potato, boiled",Viazi vitamu vya kuchemsha,12,52,50,94,58,20,18,69,39,60,124,33,97,2.1,0,0,0.1,22.9,0,0,0.1,0,1.2,0.4,50,8,39,26,303,3,0.8,0,0.5,0.17,0.24,0,0,0,5,12,0.1,0.03,0.6,0.23,16,0,0.31
968,Banana with kidney beans,Ndizi za kupika zenye maharage,35.2,119.9,128.1,222.9,194.7,43.2,33.8,151.4,81.5,149.3,191.7,88.4,93.4,3,0,0,1.2,19.5,0.9,0.1,0.2,0,3.2,1.6,64.9,15.1,55.7,27.2,324.2,434.7,1.1,0,0.4,0.1,0.2,69.8,0,0,0.6,9.1,0.05,0.06,0.7,0.2,21.2,0,0.2
969,"Banana,  boiled","Banana, boiled Ndizi ya kuchemsha",8.5,20,20.9,34.2,35.1,9.5,11.4,25.6,19,26.6,62.7,37,110,0.7,0,0,0.2,29.6,0.1,0,0.1,0,2.2,3.1,121.8,2,28,32,465,5,0.6,0,0.1,0.07,0.15,62.5,0,0,0.4,3.6,0.07,0.03,0.7,0.07,26.9,0,0.2
970,"Taro, cooked, without salt",Magimbi ya kuchemsha bila chumvi,0.08,0.024,0.019,0.038,0.023,0.007,0.011,0.028,0.019,0.028,0.036,0.025,142,0.52,0,0,0.11,34.6,0.023,0.009,0.046,0,5.1,0.49,78,18,76,30,484,15,0.7,0,0.3,0.2,0.4,4,0,0,2.4,5,0.1,0.5,1.5,0.3,19,0,0.3
971,"Banana, roast",Ndizi ya kuchoma,9,21,22,36,37,10,12,27,20,28,66,39,116,0,0.8,0,0,0.2,31.2,0.1,0,0.1,0,2.3,40.4,2,28,32,465,5,0.6,0,0.1,0.07,0.15,27.3,0,0,0.2,8.5,0,0,0.7,0.1,12.2,0.3,0.2
972,Potato relish with coconut milk,Mchuzi wa viazi vyenye tui la nazi,62.5,172,26.8,43,410.2,11.6,23,28.7,18.5,36.7,127,18.2,388,4.7,0,0,28,34.2,24.7,0.12,0.3,0,9,0.3,81,16.7,144,51.7,687.7,21.7,2.4,0,1.2,0.6,1.4,0,0,0,0,13,0.11,0.02,1.4,0.3,9,0,0.56
974,"Banana porridge, plain",Mtori wa kawaida,6.8,15.9,16.8,26.8,27.8,7.3,9.1,20,14.9,20.6,49,27.2,105.3,0.6,0,0,3.2,21.3,2.7,0.2,0.1,0,1.6,2.2,0.3,2.2,20.8,22.2,326.1,68.5,0.4,0,0.1,0.1,0.1,65.6,0,0,0,8.5,0,0,0.6,0.2,18.5,0,0.2
975,Banana porridge with meat,Mtori  wa nyamai,144.3,237.4,244.6,426.5,444.5,158.5,62.9,214.3,184,266.9,361.1,185.5,280.5,7,6,5.6,16,29.5,98.9,96.5,96.4,96.3,98.1,98.7,190.6,6.1,74.4,30.7,455.1,50,1,0.3,1,0.1,0.2,104.7,44..0,0,0.1,16.1,0,0,1.5,0.3,22.3,0.4,0.3
976,Banana porridge with fish,Mtori wa samaki,24.5,95.1,97.9,164.1,176.7,51.7,25,91.5,68.2,111.5,176.8,68.1,118.7,2.5,1.1,1.1,5.9,15.8,4.9,0.4,0.2,2.8,2.1,2..2,5.4,10.6,96.6,41.5,588.1,123.7,1.5,0.4,1.3,0.2,0.5,1125.6,0,0,0.1,9.9,0.1,0.1,0.8,0.2,26.1,0,0.2
978,Kachori (spicy potato balls),Kachori,126,216,248.8,411.1,387.1,92.5,78.1,308.8,143.3,245.1,552.3,159.3,237.6,6.1,0,0,11.4,28.8,8.8,0.9,0.8,0,3.4,2.4,248.4,39.7,148.8,50.4,492.7,86,2.2,0,1.2,0.4,0.8,0.4,0,0,0.3,11,0.2,0,1.4,0.4,4.6,0,0.6
1001,"Tea without milk, with sugar ", Chai yenye sukari bila maziwa,0,0,0,0,0,0,0,0,0,0,0,0,35.4,0,0,0,0,9.1,0,0,0,0,0,9.5,0,0.07,0.1,0,0.1,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1002,Tea with milk and sugar,Chai yenye sukari na maziwa,18.9,61.3,81.8,132.4,107.3,34.1,12.3,65.4,65.4,90.4,48.9,0,31,1.3,1.3,0,1.6,3,1,0.5,0,5.8,0,1,0,47.3,37.9,4.5,57.6,22.6,0,0,0.2,0,0,22.6,22.6,0,0,0.4,0,0.1,0,0,2.4,0.2,0.1
1003,"Tea with milk, without sugar", Chai yenye maziwa bila sukari,18.9,61.3,81.8,132.4,107.3,34.1,12.3,65.4,65.4,90.4,48.9,0,11,1.3,1.3,0,1.6,0.2,1,0.5,0,5.8,0,0,0,0.2,0.2,0.025,0.3,1.8,0,0,0,0,0,22.6,22.6,0,0,0.4,0,0.1,0,0,2.4,0.2,0.1
1004,"Coffee without milk, with sugar, ","Kahawa bila maziwa, yenye sukari",0,1,2,5,1,0,2,3,2,3,1,2,35.4,0,0,0,0,9.1,0,0,0,0,0,9.5,0,0.2,0.2,0.025,0.3,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1005,Coffee with milk and sugar ,Kahawa yenye sukari na maziwa,18.9,61.6,82.4,133.8,107.6,34.1,12.9,66.2,65.9,91.3,49.2,0.6,31.5,1.3,1.3,0,1.6,3.1,1,0.5,0,5.8,0,1,1.7,48.1,38.7,5.6,67.6,23.5,0.1,0,0.2,0,0,22.6,22.6,0,0,0.4,0,0.1,0,0,2.4,0.2,0.1
1006,"Coffee with milk, without sugar","Kahawa yenye maziwa, bila sukari",18.9,61.6,82.4,133.8,107.6,34.1,12.9,66.2,65.9,91.3,49.2,0.6,11.5,1.3,1.3,0,1.6,0.2,1,0.5,0,5.8,0,0,1.7,0.07,0.1,0,0.1,0.09,0,0,0,0,0,22.6,22.6,0,0,0.4,0,0.1,0,0,2.4,0.2,0.1
1007,Halwa,Halua,29.9,64.4,75.8,138.6,60.3,21.2,30.6,95.4,62.1,90.1,204.7,48.4,511.7,1.7,0.1,0.1,30.7,59.9,16.9,10.4,1.9,68.3,1.1,39.1,206.4,24.2,47.1,24.5,62.4,75.9,0.5,0,0.1,0.1,0.2,246.7,246.7,0.5,2.7,0.08,0.02,0.07,0.27,0.01,5,0.01,0.05
1008,Groundnut cluster,Kashata,166.43,573.5,594.91,1101.1,595.73,212.89,259.5,697.2,699.89,1955.12,441.38,657.46,616.59,17.31,0,0,30.74,75.95,4.26,15.19,9.76,0,5.62,57.27,1129.58,59.64,248.29,107.22,452.88,12.01,3.07,0,2.14,0.7,1.27,0,0,0,5.6,0,0.2,0.06,9.03,0.19,80.6,0,0.92
1101,Butter with salt ,Siagi,12,38,51,83,67,21,8,41,41,57,31,23,717,0.9,0.9,0,81.1,0,51.368,21.021,3.043,215,0,0,0,17,24,2,24,576,0,0,0.1,0,0,684,684,2,0.4,0,0,0.2,0.7,0,3,0.2,0.03
1102,Butter refined-ghee,Samli,4,13,17,27,22,7,3,14,14,19,10,8,876,0.3,0.3,0.3,99.5,0,61.9,28.7,3.7,256,0,0,0,8,8,1,9,273,0.1,0.1,0,0,0,925,925,2,3,0,0,0.01,0,0,1,0.04,0.1
1103,Coconut oil,Mafuta ya nazi,0,0,0,0,0,0,0,0,0,0,0,0,862,0,0,0,100,0,86.9,5.8,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.02,0.01,0.2,0.02,8,0,0.09
1104,Coconut milk and water ,Tui la nazi na maji,12,36,39,74,44,19,20,51,31,61,164,23,106,1,0,0,10.1,4.6,8.9,0.4,0.1,0,2.7,0,97,4,34,10,107,6,0.7,0,0.3,0.13,0.45,0,0,0,1,0,0,0,0,0,0,0,0
1105,Coconut cream,Tui la nazi,42,132,142,269,160,68,72,184,112,220,595,83,330,3.6,0,0,34.7,6.7,30.7,1.5,0.4,0,2.2,0,324,11,122,28,325,4,2.3,0,1,0.4,1.3,0,0,0,1,2.8,0,0.02,0.9,0,23,0,0.3
1107,Margarine ,Marjarine (siagi),0,0,0,0,0,0,0,0,0,0,0,0,716,0,0,0,81,0,20.3,36,21.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
1108,Palm oil,Red palm oil Mafuta ya mawese,0,0,0,0,0,0,0,0,0,0,0,0,862,0,0,0,100,0,81.5,11.4,1.6,0,0,0,0,6,7,0,0,0,0,0,0,0,0,5000,0,0,4,0,0.01,0.02,0,0,0,0,0
1109,Sesame oil,Mafuta ya ufuta,0,0,0,0,0,0,0,0,0,0,0,0,884,0,0,0,100,0,16.9,46.2,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0
1110,Vegetable fat,"Mafuta ya mimea (kama blueband, tanbondi)",0,0,0,0,0,0,0,0,0,0,0,0,884,0,0,0,100,0,25,44.5,26.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
1111,"Vegetable fat, Cowboy", Mafuta ya cowboy,0,0,0,0,0,0,0,0,0,0,0,0,884,0,0,0,100,0,25,44.5,26.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
1112,"Vegetable fat, Kimbo", kimbo Mafuta ya kimbo,0,0,0,0,0,0,0,0,0,0,0,0,884,0,0,0,100,0,25,44.5,26.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
1113,Vegetable oil,Mafuta ya mimea (ya maji),0,0,0,0,0,0,0,0,0,0,0,0,862,0,0,0,100,0,86.5,5.8,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1114,"Coconut meat, raw",Nyama ya nazi,39,121,131,247,147,62,66,169,103,202,546,77,354,3.3,0,0,33.5,15.2,29.7,1.4,0.4,0,9,6.2,324,14,113,32,356,20,2.4,0,1.1,0.4,1.5,0,0,0,0.2,3.3,0,0,0.5,0.1,26,0,0.3
1115,Coconut water,Maji ya nazi,8,26,28,53,32,13,14,37,22,44,118,17,19,0.7,0,0,0.2,3.7,0.2,0,0,0,1.1,2.6,0,24,20,25,250,105,0.3,0,0.1,0,0.1,0,0,0,0.24,2.8,0,0,0.8,0,16,0,0.2
